(Ax,Ay),(Bx,By),(Cx,Cy),(Dx,Dy)
(366.6750442963, 260.26568895781315),(366.6750442963, 260.26568895781315),(375.031283222225, 270.2242667183599),,
(364.39163443111187, 254.3953762908101),(364.39163443111187, 254.3953762908101),(369.93258770904276, 261.4874730732706),,
(362.4817438532817, 248.32291236000336),(362.4817438532817, 248.32291236000336),(371.8863078899613, 261.26718427000253),,
(362.07488256398926, 243.72544506625715),(362.07488256398926, 243.72544506625715),(368.2260045021675, 252.8448583643626),,
(360.88597444674286, 237.34444088442447),(360.88597444674286, 237.34444088442447),(365.6552478248417, 244.97687374983232),,
(360.09999999999997, 230.81796769724494),(360.09999999999997, 230.81796769724494),(361.59999999999997, 233.41604390859825),,
(360.6643887259852, 225.93240219985015),(360.6643887259852, 225.93240219985015),(393.52739812099753, 287.73873369997506),,
(360.646596788983, 219.208535833075),(360.646596788983, 219.208535833075),(392.20931935779663, 283.921707166615),,
(361.05328226472324, 212.3996360663103),(361.05328226472324, 212.3996360663103),(390.3383205661808, 278.1749090165776),,
(362.6393406584088, 207.38161454332126),(362.6393406584088, 207.38161454332126),(388.11258901069084, 270.43011665386285),,
(364.52990509413047, 202.3719674382655),(364.52990509413047, 202.3719674382655),(385.73515398032197, 260.6329099269919),,
(366.1081306187558, 195.4837832075331),(366.1081306187558, 195.4837832075331),(384.6491502812527, 252.5471741852423),,
(368.67734143686215, 190.5161666630316),(368.67734143686215, 190.5161666630316),(383.5617586509801, 242.42429824370086),,
(371.0693725280399, 183.6645128468804),(371.0693725280399, 183.6645128468804),(383.16546730802327, 232.17929916068024),,
(374.3189503385978, 178.8096975090081),(374.3189503385978, 178.8096975090081),(383.05124135294375, 219.89189673982796),,
(378.0466814362999, 175.02941536744956),(378.0466814362999, 175.02941536744956),(383.77707129930855, 207.52807121685245),,
(381.8683237742314, 170.3748829948543),(381.8683237742314, 170.3748829948543),(385.6259975001532, 197.1121208508767),,
(385.77960053233153, 163.85050033454655),(385.98865745886684, 165.83954412528308),(387.9746982609522, 184.73546013728028),,
(390.40385014956655, 161.43859701388442),(390.40385014956655, 161.43859701388442),(391.3106843082402, 174.40692966726215),,
(395.10937197154243, 157.1871117362693),(395.10937197154243, 157.1871117362693),(395.3536684484599, 164.18284752540296),,
(400.1, 153.1),(400.1, 153.1),(400.1, 152.1),,
(405.36982400207773, 149.19198512011653),(405.36982400207773, 149.19198512011653),(405.61412047899523, 142.19624933098285),,
(410.7727404828512, 147.47270031024686),(410.7727404828512, 147.47270031024686),(411.81908758901307, 132.5092395563495),,
(416.5109687330215, 143.96006242718107),(416.5109687330215, 143.96006242718107),(418.70606646164225, 123.07510262444734),,
(422.2285230526504, 142.6473770700903),(422.2285230526504, 142.6473770700903),(426.2645429804923, 113.92960307658475),,
(428.4046529597096, 139.57633625901008),(428.4046529597096, 139.57633625901008),(434.48233917805214, 105.10806490358277),,
(434.4054289849303, 138.70564587892207),(434.4054289849303, 138.70564587892207),(443.34563169009397, 96.64529904736844),,
(440.50095656514446, 138.06061371190856),(440.50095656514446, 138.06061371190856),(452.3551294495282, 90.51612312438473),,
(446.6827131330729, 137.64677338642412),(446.6827131330729, 137.64677338642412),(462.3940424146419, 82.85485671793995),,
(452.94190603811603, 137.46933571352872),(452.94190603811603, 137.46933571352872),,,,
(459.6115049386664, 136.59348398325196),(459.6115049386664, 136.59348398325196),,,,
(466.0307604412005, 136.91564159624542),(466.0307604412005, 136.91564159624542),,,,
(471.68564918134075, 139.3159994549022),(471.68564918134075, 139.3159994549022),,,,
(478.1300641284558, 140.11465975874827),(478.1300641284558, 140.11465975874827),,,,
(484.6048813014603, 141.16943328539313),(483.6659381758885, 142.93532847111098),,,,
(490.6, 143.3494019150166),(489.6, 145.08145272258548),,,,
(496.0153868262101, 146.60329459568686),(496.0153868262101, 146.60329459568686),,,,
(501.873108431676, 149.2151617949824),(500.7547226247345, 150.8732369400925),,,,
(507.0769159172301, 152.85890702375954),(507.0769159172301, 152.85890702375954),,,,
(512.1503885092699, 156.68204284357662),(512.1503885092699, 156.68204284357662),,,,
(517.0873449629502, 160.67991135234598),(517.0873449629502, 160.67991135234598),,,,
(520.5435091445944, 166.33393141406896),(520.5435091445944, 166.33393141406896),,,,
(525.1385066826195, 170.61883593904278),(525.1385066826195, 170.61883593904278),,,,
(528.1424844602799, 176.45081005829843),(528.1424844602799, 176.45081005829843),,,,
(532.3797789349762, 180.99475206812323),(532.3797789349762, 180.99475206812323),,,,
(534.9238219889402, 186.969380695169),(534.9238219889402, 186.969380695169),,,,
(537.2138711275696, 192.97490329333547),(537.2138711275696, 192.97490329333547),,,,
(539.250923032491, 199.0009366056946),(539.250923032491, 199.0009366056946),,,,
(541.0363873343571, 205.0372064099731),(541.0363873343571, 205.0372064099731),,,,
(540.8759839619668, 212.13340213728796),(540.8759839619668, 212.13340213728796),,,,
(542.1281662206479, 218.09999999999994),(542.1281662206479, 218.09999999999994),,,,
(543.1375100431461, 224.0456068286857),(543.1375100431461, 224.0456068286857),,,,
(542.1094593152684, 230.8373588073257),(542.1094593152684, 230.8373588073257),,,,
(542.6130913922458, 236.64908368017515),(542.6130913922458, 236.64908368017515),,,,
(541.0319458941517, 243.15979780078132),(541.0319458941517, 243.15979780078132),,,,
(541.0538931178863, 248.7969785011497),(541.0538931178863, 248.7969785011497),,,,
(538.9542513790924, 254.98351882125763),(538.9542513790924, 254.98351882125763),,,,
(536.5991608232413, 260.9594954739862),(536.5991608232413, 260.9594954739862),,,,
(534.0008102260875, 266.71477840724583),(534.0008102260875, 266.71477840724583),,,,
(531.1717784983299, 272.2398334304202),(531.1717784983299, 272.2398334304202),,,,
(528.1250078915871, 277.52573690329905),(528.1250078915871, 277.52573690329905),,,,
(524.8737766614379, 282.5641892790317),(524.8737766614379, 282.5641892790317),,,,
(519.4426274441928, 287.5565844078816),(519.4426274441928, 287.5565844078816),,,,
(515.8174298301396, 292.00824904568145),(515.8174298301396, 292.00824904568145),,,,
(512.0317726261387, 296.19125636931994),(512.0317726261387, 296.19125636931994),,,,
